,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,sent_default,sent_no_plural,sent_no_mod,sent_default_nomod,sent_no_a,sent_reverse_mods,rating-sent,goodness-sent,rating-sent_default,goodness-sent_default,rating-sent_no_plural,goodness-sent_no_plural,rating-sent_no_mod,goodness-sent_no_mod,rating-sent_default_nomod,goodness-sent_default_nomod,rating-sent_no_a,goodness-sent_no_a,rating-sent_reverse_mods,goodness-sent_reverse_mods,sentadjorder1,sentadjorder2,rating-sentadjorder1,goodness-sentadjorder1,rating-sentadjorder2,goodness-sentadjorder2
203,spentLondon,2,beautiful,twenty,hours,adj-pos,num-med,noun-measure,The tourist passed a beautiful twenty hours in Papua New Guinea.,The tourist passed twenty beautiful hours in Papua New Guinea.,The tourist passed a beautiful twenty hour in Papua New Guinea.,The tourist passed a twenty hours in Papua New Guinea.,The tourist passed twenty hours in Papua New Guinea.,The tourist passed beautiful twenty hours in Papua New Guinea.,The tourist passed a twenty beautiful hours in Papua New Guinea., good,0.9101943143620698, good,0.9985908139364575, bad,0.3229497132331748, bad,0.06920751752557897, good,0.981984170903951, good,0.82963988154522, good,0.8133996953890881,,,,,,
204,spentLondon,2,beautiful,fifty,days,adj-pos,num-med,noun-measure,The tourist passed a beautiful fifty days in Papua New Guinea.,The tourist passed fifty beautiful days in Papua New Guinea.,The tourist passed a beautiful fifty day in Papua New Guinea.,The tourist passed a fifty days in Papua New Guinea.,The tourist passed fifty days in Papua New Guinea.,The tourist passed beautiful fifty days in Papua New Guinea.,The tourist passed a fifty beautiful days in Papua New Guinea., good,0.9812146745422972, good,0.9992525456832538, good,0.8467342567642989, bad,0.2906681866325119, good,0.9904314091045447, good,0.9164576831496907, good,0.7151154005077919,,,,,,
205,spentLondon,2,beautiful,fifty,weeks,adj-pos,num-med,noun-measure,The tourist passed a beautiful fifty weeks in Papua New Guinea.,The tourist passed fifty beautiful weeks in Papua New Guinea.,The tourist passed a beautiful fifty week in Papua New Guinea.,The tourist passed a fifty weeks in Papua New Guinea.,The tourist passed fifty weeks in Papua New Guinea.,The tourist passed beautiful fifty weeks in Papua New Guinea.,The tourist passed a fifty beautiful weeks in Papua New Guinea., bad,0.23818940714486458, good,0.9773771575943054, bad,0.27435936513074444, bad,0.016362936624116586, good,0.8372475027446992, good,0.5870720640465921, bad,0.3491097514479232,,,,,,
206,spentLondon,2,beautiful,fifty,months,adj-pos,num-med,noun-measure,The tourist passed a beautiful fifty months in Papua New Guinea.,The tourist passed fifty beautiful months in Papua New Guinea.,The tourist passed a beautiful fifty month in Papua New Guinea.,The tourist passed a fifty months in Papua New Guinea.,The tourist passed fifty months in Papua New Guinea.,The tourist passed beautiful fifty months in Papua New Guinea.,The tourist passed a fifty beautiful months in Papua New Guinea., bad,0.32332884998606093, good,0.9513717771223538, bad,0.20718774641517546, bad,0.04943212136988928, good,0.7996899491491024, good,0.6170522775869343, bad,0.21821237139983252,,,,,,
207,spentLondon,2,beautiful,fifty,years,adj-pos,num-med,noun-measure,The tourist passed a beautiful fifty years in Papua New Guinea.,The tourist passed fifty beautiful years in Papua New Guinea.,The tourist passed a beautiful fifty year in Papua New Guinea.,The tourist passed a fifty years in Papua New Guinea.,The tourist passed fifty years in Papua New Guinea.,The tourist passed beautiful fifty years in Papua New Guinea.,The tourist passed a fifty beautiful years in Papua New Guinea., good,0.7312133071145009, good,0.9653660588276552, bad,0.10353344695108369, bad,0.037214063446391554, good,0.6718537742359547, bad,0.2672112809132082, bad,0.20272057049426317,,,,,,
208,spentLondon,2,beautiful,fifty,hours,adj-pos,num-med,noun-measure,The tourist passed a beautiful fifty hours in Papua New Guinea.,The tourist passed fifty beautiful hours in Papua New Guinea.,The tourist passed a beautiful fifty hour in Papua New Guinea.,The tourist passed a fifty hours in Papua New Guinea.,The tourist passed fifty hours in Papua New Guinea.,The tourist passed beautiful fifty hours in Papua New Guinea.,The tourist passed a fifty beautiful hours in Papua New Guinea., good,0.7784857673658464, good,0.9986185303089911, bad,0.13733861108644507, bad,0.023829699916698033, good,0.9824234556588958, good,0.7507696639906317, good,0.6414101737898719,,,,,,
209,spentLondon,2,beautiful,500,days,adj-pos,num-high,noun-measure,The tourist passed a beautiful 500 days in Papua New Guinea.,The tourist passed 500 beautiful days in Papua New Guinea.,The tourist passed a beautiful 500 day in Papua New Guinea.,The tourist passed a 500 days in Papua New Guinea.,The tourist passed 500 days in Papua New Guinea.,The tourist passed beautiful 500 days in Papua New Guinea.,The tourist passed a 500 beautiful days in Papua New Guinea., good,0.9203646488704887, good,0.9967449050463271, bad,0.48102831803878476, bad,0.03821900484695162, good,0.9891255282450967, good,0.8242974509905152, bad,0.4048588412635655,,,,,,
210,spentLondon,2,beautiful,500,weeks,adj-pos,num-high,noun-measure,The tourist passed a beautiful 500 weeks in Papua New Guinea.,The tourist passed 500 beautiful weeks in Papua New Guinea.,The tourist passed a beautiful 500 week in Papua New Guinea.,The tourist passed a 500 weeks in Papua New Guinea.,The tourist passed 500 weeks in Papua New Guinea.,The tourist passed beautiful 500 weeks in Papua New Guinea.,The tourist passed a 500 beautiful weeks in Papua New Guinea., bad,0.19601997127020465, good,0.7265884175034302, bad,0.2977906921033021, bad,0.007565955268532432, bad,0.41331779841839933, bad,0.25144310051826, bad,0.061571868558274456,,,,,,
211,spentLondon,2,beautiful,500,months,adj-pos,num-high,noun-measure,The tourist passed a beautiful 500 months in Papua New Guinea.,The tourist passed 500 beautiful months in Papua New Guinea.,The tourist passed a beautiful 500 month in Papua New Guinea.,The tourist passed a 500 months in Papua New Guinea.,The tourist passed 500 months in Papua New Guinea.,The tourist passed beautiful 500 months in Papua New Guinea.,The tourist passed a 500 beautiful months in Papua New Guinea., bad,0.12623402295586705, bad,0.2388349431799548, bad,0.11743997897984337, bad,0.021484222395933172, bad,0.18177410070716915, bad,0.26726689746631194, bad,0.0746870644680484,,,,,,
212,spentLondon,2,beautiful,500,years,adj-pos,num-high,noun-measure,The tourist passed a beautiful 500 years in Papua New Guinea.,The tourist passed 500 beautiful years in Papua New Guinea.,The tourist passed a beautiful 500 year in Papua New Guinea.,The tourist passed a 500 years in Papua New Guinea.,The tourist passed 500 years in Papua New Guinea.,The tourist passed beautiful 500 years in Papua New Guinea.,The tourist passed a 500 beautiful years in Papua New Guinea., bad,0.10618554491799892, bad,0.22367513038826503, bad,0.05074190108763921, bad,0.011008225123325999, bad,0.08127727870191004, bad,0.04361812035852386, bad,0.10026381823369812,,,,,,
213,spentLondon,2,beautiful,500,hours,adj-pos,num-high,noun-measure,The tourist passed a beautiful 500 hours in Papua New Guinea.,The tourist passed 500 beautiful hours in Papua New Guinea.,The tourist passed a beautiful 500 hour in Papua New Guinea.,The tourist passed a 500 hours in Papua New Guinea.,The tourist passed 500 hours in Papua New Guinea.,The tourist passed beautiful 500 hours in Papua New Guinea.,The tourist passed a 500 beautiful hours in Papua New Guinea., good,0.5739997604483655, good,0.9966463779944692, bad,0.1367091477022223, bad,0.008191130365238553, good,0.958516036314983, good,0.6742592487252613, bad,0.41869364387129027,,,,,,
214,spentLondon,2,beautiful,1000,days,adj-pos,num-high,noun-measure,The tourist passed a beautiful 1000 days in Papua New Guinea.,The tourist passed 1000 beautiful days in Papua New Guinea.,The tourist passed a beautiful 1000 day in Papua New Guinea.,The tourist passed a 1000 days in Papua New Guinea.,The tourist passed 1000 days in Papua New Guinea.,The tourist passed beautiful 1000 days in Papua New Guinea.,The tourist passed a 1000 beautiful days in Papua New Guinea., good,0.9296707572301565, good,0.993857937658742, good,0.49870310513033794, good,0.7764612042286678, good,0.9830275507648546, good,0.7716690134088173, good,0.961634127983069,,,,,,
215,spentLondon,2,beautiful,1000,weeks,adj-pos,num-high,noun-measure,The tourist passed a beautiful 1000 weeks in Papua New Guinea.,The tourist passed 1000 beautiful weeks in Papua New Guinea.,The tourist passed a beautiful 1000 week in Papua New Guinea.,The tourist passed a 1000 weeks in Papua New Guinea.,The tourist passed 1000 weeks in Papua New Guinea.,The tourist passed beautiful 1000 weeks in Papua New Guinea.,The tourist passed a 1000 beautiful weeks in Papua New Guinea., bad,0.3089351982884535, good,0.7720901972238038, bad,0.20936074722227704, bad,0.07809453203116556, bad,0.39237545959733977, bad,0.23826022176606176, bad,0.49773484423339376,,,,,,
216,spentLondon,2,beautiful,1000,months,adj-pos,num-high,noun-measure,The tourist passed a beautiful 1000 months in Papua New Guinea.,The tourist passed 1000 beautiful months in Papua New Guinea.,The tourist passed a beautiful 1000 month in Papua New Guinea.,The tourist passed a 1000 months in Papua New Guinea.,The tourist passed 1000 months in Papua New Guinea.,The tourist passed beautiful 1000 months in Papua New Guinea.,The tourist passed a 1000 beautiful months in Papua New Guinea., bad,0.21118787944768036, bad,0.343599264985054, bad,0.22694462772173984, bad,0.08027502146092025, bad,0.1774761501624258, bad,0.2886746792306185, bad,0.4076374760595324,,,,,,
217,spentLondon,2,beautiful,1000,years,adj-pos,num-high,noun-measure,The tourist passed a beautiful 1000 years in Papua New Guinea.,The tourist passed 1000 beautiful years in Papua New Guinea.,The tourist passed a beautiful 1000 year in Papua New Guinea.,The tourist passed a 1000 years in Papua New Guinea.,The tourist passed 1000 years in Papua New Guinea.,The tourist passed beautiful 1000 years in Papua New Guinea.,The tourist passed a 1000 beautiful years in Papua New Guinea., bad,0.12870783317406098, bad,0.3332741252988526, bad,0.08519998460070399, bad,0.056964159332113073, bad,0.07044744289189342, bad,0.06184062966526638, bad,0.23728813243910196,,,,,,
218,spentLondon,2,beautiful,1000,hours,adj-pos,num-high,noun-measure,The tourist passed a beautiful 1000 hours in Papua New Guinea.,The tourist passed 1000 beautiful hours in Papua New Guinea.,The tourist passed a beautiful 1000 hour in Papua New Guinea.,The tourist passed a 1000 hours in Papua New Guinea.,The tourist passed 1000 hours in Papua New Guinea.,The tourist passed beautiful 1000 hours in Papua New Guinea.,The tourist passed a 1000 beautiful hours in Papua New Guinea., good,0.8227933363370878, good,0.9952481011660388, bad,0.304132840742375, bad,0.48049804229024806, good,0.9652878567255216, good,0.601658740893635, good,0.9130787061717661,,,,,,
219,spentLondon,2,beautiful,"10,000",days,adj-pos,num-high,noun-measure,"The tourist passed a beautiful 10,000 days in Papua New Guinea.","The tourist passed 10,000 beautiful days in Papua New Guinea.","The tourist passed a beautiful 10,000 day in Papua New Guinea.","The tourist passed a 10,000 days in Papua New Guinea.","The tourist passed 10,000 days in Papua New Guinea.","The tourist passed beautiful 10,000 days in Papua New Guinea.","The tourist passed a 10,000 beautiful days in Papua New Guinea.", good,0.9109000430230586, good,0.9840764656058825, good,0.5103349163859933, bad,0.04106815553134757, good,0.9431704903359065, good,0.5697143979227849, good,0.7028740668425224,,,,,,
220,spentLondon,2,beautiful,"10,000",weeks,adj-pos,num-high,noun-measure,"The tourist passed a beautiful 10,000 weeks in Papua New Guinea.","The tourist passed 10,000 beautiful weeks in Papua New Guinea.","The tourist passed a beautiful 10,000 week in Papua New Guinea.","The tourist passed a 10,000 weeks in Papua New Guinea.","The tourist passed 10,000 weeks in Papua New Guinea.","The tourist passed beautiful 10,000 weeks in Papua New Guinea.","The tourist passed a 10,000 beautiful weeks in Papua New Guinea.", bad,0.202735064902537, good,0.7767694195434506, bad,0.04203334451488261, bad,0.007539431419550491, bad,0.19640660874598992, bad,0.14499807620903848, bad,0.1815444988584154,,,,,,
221,spentLondon,2,beautiful,"10,000",months,adj-pos,num-high,noun-measure,"The tourist passed a beautiful 10,000 months in Papua New Guinea.","The tourist passed 10,000 beautiful months in Papua New Guinea.","The tourist passed a beautiful 10,000 month in Papua New Guinea.","The tourist passed a 10,000 months in Papua New Guinea.","The tourist passed 10,000 months in Papua New Guinea.","The tourist passed beautiful 10,000 months in Papua New Guinea.","The tourist passed a 10,000 beautiful months in Papua New Guinea.", bad,0.2737683732999526, good,0.5283897524862368, bad,0.15018661443862857, bad,0.03657825698619577, bad,0.21590090505061865, bad,0.22955323645774628, bad,0.31826175513907684,,,,,,
222,spentLondon,2,beautiful,"10,000",years,adj-pos,num-high,noun-measure,"The tourist passed a beautiful 10,000 years in Papua New Guinea.","The tourist passed 10,000 beautiful years in Papua New Guinea.","The tourist passed a beautiful 10,000 year in Papua New Guinea.","The tourist passed a 10,000 years in Papua New Guinea.","The tourist passed 10,000 years in Papua New Guinea.","The tourist passed beautiful 10,000 years in Papua New Guinea.","The tourist passed a 10,000 beautiful years in Papua New Guinea.", bad,0.22890598977109755, good,0.8371199578036386, bad,0.12543228963302888, bad,0.013616592951030126, bad,0.11805988314277849, bad,0.09924629849183819, good,0.5617626214939941,,,,,,
223,spentLondon,2,beautiful,"10,000",hours,adj-pos,num-high,noun-measure,"The tourist passed a beautiful 10,000 hours in Papua New Guinea.","The tourist passed 10,000 beautiful hours in Papua New Guinea.","The tourist passed a beautiful 10,000 hour in Papua New Guinea.","The tourist passed a 10,000 hours in Papua New Guinea.","The tourist passed 10,000 hours in Papua New Guinea.","The tourist passed beautiful 10,000 hours in Papua New Guinea.","The tourist passed a 10,000 beautiful hours in Papua New Guinea.", good,0.9600313133301237, good,0.9903236431549003, bad,0.1041649509521877, bad,0.015354775635512463, good,0.968138968025292, good,0.638340014187622, good,0.9634190589245671,,,,,,
224,spentLondon,2,beautiful,21,days,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 21 days in Papua New Guinea.,The tourist passed 21 beautiful days in Papua New Guinea.,The tourist passed a beautiful 21 day in Papua New Guinea.,The tourist passed a 21 days in Papua New Guinea.,The tourist passed 21 days in Papua New Guinea.,The tourist passed beautiful 21 days in Papua New Guinea.,The tourist passed a 21 beautiful days in Papua New Guinea., good,0.9866660523012367, good,0.9995658285497141, good,0.9434265487174597, bad,0.23410370230065103, good,0.9929692333020468, good,0.9935738615128007, good,0.7665340185386378,,,,,,
225,spentLondon,2,beautiful,21,weeks,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 21 weeks in Papua New Guinea.,The tourist passed 21 beautiful weeks in Papua New Guinea.,The tourist passed a beautiful 21 week in Papua New Guinea.,The tourist passed a 21 weeks in Papua New Guinea.,The tourist passed 21 weeks in Papua New Guinea.,The tourist passed beautiful 21 weeks in Papua New Guinea.,The tourist passed a 21 beautiful weeks in Papua New Guinea., good,0.9038469735187242, good,0.9993052955189744, good,0.9276810141856442, bad,0.1272828121675521, good,0.9790705771380103, good,0.9614202083811013, good,0.7258342325859287,,,,,,
226,spentLondon,2,beautiful,21,months,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 21 months in Papua New Guinea.,The tourist passed 21 beautiful months in Papua New Guinea.,The tourist passed a beautiful 21 month in Papua New Guinea.,The tourist passed a 21 months in Papua New Guinea.,The tourist passed 21 months in Papua New Guinea.,The tourist passed beautiful 21 months in Papua New Guinea.,The tourist passed a 21 beautiful months in Papua New Guinea., good,0.8938612474935053, good,0.9988801367154194, good,0.829283271135197, bad,0.14304240298155557, good,0.9923542357000785, good,0.9658759134558398, bad,0.28319473342066115,,,,,,
227,spentLondon,2,beautiful,21,years,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 21 years in Papua New Guinea.,The tourist passed 21 beautiful years in Papua New Guinea.,The tourist passed a beautiful 21 year in Papua New Guinea.,The tourist passed a 21 years in Papua New Guinea.,The tourist passed 21 years in Papua New Guinea.,The tourist passed beautiful 21 years in Papua New Guinea.,The tourist passed a 21 beautiful years in Papua New Guinea., good,0.5290869679365188, good,0.9927080452570406, bad,0.4850319041277561, bad,0.021882199703556315, good,0.9107675986774021, good,0.8047593100482439, bad,0.15174730653240198,,,,,,
228,spentLondon,2,beautiful,21,hours,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 21 hours in Papua New Guinea.,The tourist passed 21 beautiful hours in Papua New Guinea.,The tourist passed a beautiful 21 hour in Papua New Guinea.,The tourist passed a 21 hours in Papua New Guinea.,The tourist passed 21 hours in Papua New Guinea.,The tourist passed beautiful 21 hours in Papua New Guinea.,The tourist passed a 21 beautiful hours in Papua New Guinea., good,0.9639265357536279, good,0.9990109695133749, good,0.5734734890914626, bad,0.037654427645716027, good,0.9884793518063506, good,0.953681447279536, good,0.5494030795719683,,,,,,
229,spentLondon,2,beautiful,51,days,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 51 days in Papua New Guinea.,The tourist passed 51 beautiful days in Papua New Guinea.,The tourist passed a beautiful 51 day in Papua New Guinea.,The tourist passed a 51 days in Papua New Guinea.,The tourist passed 51 days in Papua New Guinea.,The tourist passed beautiful 51 days in Papua New Guinea.,The tourist passed a 51 beautiful days in Papua New Guinea., good,0.9706941032716331, good,0.99951927682443, good,0.9027858297973971, bad,0.3331737221574773, good,0.9941609668055591, good,0.9837911995754007, good,0.6757805674489719,,,,,,
230,spentLondon,2,beautiful,51,weeks,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 51 weeks in Papua New Guinea.,The tourist passed 51 beautiful weeks in Papua New Guinea.,The tourist passed a beautiful 51 week in Papua New Guinea.,The tourist passed a 51 weeks in Papua New Guinea.,The tourist passed 51 weeks in Papua New Guinea.,The tourist passed beautiful 51 weeks in Papua New Guinea.,The tourist passed a 51 beautiful weeks in Papua New Guinea., good,0.5124205727398617, good,0.993632930638518, good,0.7147096233260466, bad,0.046111248483711176, good,0.9478864029679068, good,0.7506582054929454, bad,0.3071444617247535,,,,,,
231,spentLondon,2,beautiful,51,months,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 51 months in Papua New Guinea.,The tourist passed 51 beautiful months in Papua New Guinea.,The tourist passed a beautiful 51 month in Papua New Guinea.,The tourist passed a 51 months in Papua New Guinea.,The tourist passed 51 months in Papua New Guinea.,The tourist passed beautiful 51 months in Papua New Guinea.,The tourist passed a 51 beautiful months in Papua New Guinea., good,0.4958003517112478, good,0.9768389352284933, good,0.6017071222181354, bad,0.0511545459463979, good,0.9522790379956397, good,0.8444456520379633, bad,0.06776689228854516,,,,,,
232,spentLondon,2,beautiful,51,years,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 51 years in Papua New Guinea.,The tourist passed 51 beautiful years in Papua New Guinea.,The tourist passed a beautiful 51 year in Papua New Guinea.,The tourist passed a 51 years in Papua New Guinea.,The tourist passed 51 years in Papua New Guinea.,The tourist passed beautiful 51 years in Papua New Guinea.,The tourist passed a 51 beautiful years in Papua New Guinea., good,0.4961290771119256, good,0.9917714374907902, bad,0.44003024184174355, bad,0.029034699336204617, good,0.7658366367015843, good,0.6748367292233522, bad,0.10425406419030103,,,,,,
233,spentLondon,2,beautiful,51,hours,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 51 hours in Papua New Guinea.,The tourist passed 51 beautiful hours in Papua New Guinea.,The tourist passed a beautiful 51 hour in Papua New Guinea.,The tourist passed a 51 hours in Papua New Guinea.,The tourist passed 51 hours in Papua New Guinea.,The tourist passed beautiful 51 hours in Papua New Guinea.,The tourist passed a 51 beautiful hours in Papua New Guinea., good,0.8968031408001507, good,0.9993222837534663, bad,0.4770580419773406, bad,0.05030731481458084, good,0.9902607001844902, good,0.9626292972857279, bad,0.4970789100418497,,,,,,
234,spentLondon,2,beautiful,512,days,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 512 days in Papua New Guinea.,The tourist passed 512 beautiful days in Papua New Guinea.,The tourist passed a beautiful 512 day in Papua New Guinea.,The tourist passed a 512 days in Papua New Guinea.,The tourist passed 512 days in Papua New Guinea.,The tourist passed beautiful 512 days in Papua New Guinea.,The tourist passed a 512 beautiful days in Papua New Guinea., good,0.9084766892301254, good,0.9985996342284933, good,0.709803647508134, bad,0.23548264289081233, good,0.9964890212505637, good,0.9764288652158587, good,0.7527663661825892,,,,,,
235,spentLondon,2,beautiful,512,weeks,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 512 weeks in Papua New Guinea.,The tourist passed 512 beautiful weeks in Papua New Guinea.,The tourist passed a beautiful 512 week in Papua New Guinea.,The tourist passed a 512 weeks in Papua New Guinea.,The tourist passed 512 weeks in Papua New Guinea.,The tourist passed beautiful 512 weeks in Papua New Guinea.,The tourist passed a 512 beautiful weeks in Papua New Guinea., bad,0.36888008823353424, good,0.9427332878715001, bad,0.3836320054085618, bad,0.06229285417688846, good,0.8292259198873942, good,0.6792450079897996, bad,0.12491555612908067,,,,,,
236,spentLondon,2,beautiful,512,months,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 512 months in Papua New Guinea.,The tourist passed 512 beautiful months in Papua New Guinea.,The tourist passed a beautiful 512 month in Papua New Guinea.,The tourist passed a 512 months in Papua New Guinea.,The tourist passed 512 months in Papua New Guinea.,The tourist passed beautiful 512 months in Papua New Guinea.,The tourist passed a 512 beautiful months in Papua New Guinea., bad,0.23523088410746884, bad,0.35971092825427975, bad,0.13910214766885853, bad,0.04151924505245774, bad,0.47156776326981964, good,0.52476682390235, bad,0.11264853054579627,,,,,,
237,spentLondon,2,beautiful,512,years,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 512 years in Papua New Guinea.,The tourist passed 512 beautiful years in Papua New Guinea.,The tourist passed a beautiful 512 year in Papua New Guinea.,The tourist passed a 512 years in Papua New Guinea.,The tourist passed 512 years in Papua New Guinea.,The tourist passed beautiful 512 years in Papua New Guinea.,The tourist passed a 512 beautiful years in Papua New Guinea., bad,0.184296844315207, bad,0.34399128167710724, bad,0.3077803358547597, bad,0.03105556562324363, bad,0.09503651123307644, bad,0.3023309646084825, bad,0.11749178373259295,,,,,,
238,spentLondon,2,beautiful,512,hours,adj-pos,num-med_odd,noun-measure,The tourist passed a beautiful 512 hours in Papua New Guinea.,The tourist passed 512 beautiful hours in Papua New Guinea.,The tourist passed a beautiful 512 hour in Papua New Guinea.,The tourist passed a 512 hours in Papua New Guinea.,The tourist passed 512 hours in Papua New Guinea.,The tourist passed beautiful 512 hours in Papua New Guinea.,The tourist passed a 512 beautiful hours in Papua New Guinea., good,0.6964596639014542, good,0.99856512402034, bad,0.14514488453406837, bad,0.054685938037240756, good,0.9851044764232788, good,0.9277259521423599, good,0.6605462069067333,,,,,,
239,spentLondon,2,beautiful,"1,429",days,adj-pos,num-high_odd,noun-measure,"The tourist passed a beautiful 1,429 days in Papua New Guinea.","The tourist passed 1,429 beautiful days in Papua New Guinea.","The tourist passed a beautiful 1,429 day in Papua New Guinea.","The tourist passed a 1,429 days in Papua New Guinea.","The tourist passed 1,429 days in Papua New Guinea.","The tourist passed beautiful 1,429 days in Papua New Guinea.","The tourist passed a 1,429 beautiful days in Papua New Guinea.", good,0.9355073233733718, good,0.995559600853824, good,0.7589672510606964, bad,0.12018481446154661, good,0.9829832024772959, good,0.9100003671589036, good,0.9498481948983015,,,,,,
240,spentLondon,2,beautiful,"1,429",weeks,adj-pos,num-high_odd,noun-measure,"The tourist passed a beautiful 1,429 weeks in Papua New Guinea.","The tourist passed 1,429 beautiful weeks in Papua New Guinea.","The tourist passed a beautiful 1,429 week in Papua New Guinea.","The tourist passed a 1,429 weeks in Papua New Guinea.","The tourist passed 1,429 weeks in Papua New Guinea.","The tourist passed beautiful 1,429 weeks in Papua New Guinea.","The tourist passed a 1,429 beautiful weeks in Papua New Guinea.", good,0.7019023269748571, good,0.9419375045234117, good,0.6023718700806671, bad,0.03493977764030132, good,0.8850387496654747, good,0.7143637089873492, good,0.5741977441421199,,,,,,
241,spentLondon,2,beautiful,"1,429",months,adj-pos,num-high_odd,noun-measure,"The tourist passed a beautiful 1,429 months in Papua New Guinea.","The tourist passed 1,429 beautiful months in Papua New Guinea.","The tourist passed a beautiful 1,429 month in Papua New Guinea.","The tourist passed a 1,429 months in Papua New Guinea.","The tourist passed 1,429 months in Papua New Guinea.","The tourist passed beautiful 1,429 months in Papua New Guinea.","The tourist passed a 1,429 beautiful months in Papua New Guinea.", bad,0.47021622638952887, good,0.7467047795975541, bad,0.3230838845333649, bad,0.037116489775606776, good,0.6213943341150411, good,0.6160813022411801, bad,0.28331770515081667,,,,,,
242,spentLondon,2,beautiful,"1,429",years,adj-pos,num-high_odd,noun-measure,"The tourist passed a beautiful 1,429 years in Papua New Guinea.","The tourist passed 1,429 beautiful years in Papua New Guinea.","The tourist passed a beautiful 1,429 year in Papua New Guinea.","The tourist passed a 1,429 years in Papua New Guinea.","The tourist passed 1,429 years in Papua New Guinea.","The tourist passed beautiful 1,429 years in Papua New Guinea.","The tourist passed a 1,429 beautiful years in Papua New Guinea.", good,0.5217898595831811, good,0.6982353886828988, bad,0.39372455713579513, bad,0.03765520137124523, bad,0.4443091141297455, bad,0.28646914611935903, bad,0.38900469257773906,,,,,,
243,spentLondon,2,beautiful,"1,429",hours,adj-pos,num-high_odd,noun-measure,"The tourist passed a beautiful 1,429 hours in Papua New Guinea.","The tourist passed 1,429 beautiful hours in Papua New Guinea.","The tourist passed a beautiful 1,429 hour in Papua New Guinea.","The tourist passed a 1,429 hours in Papua New Guinea.","The tourist passed 1,429 hours in Papua New Guinea.","The tourist passed beautiful 1,429 hours in Papua New Guinea.","The tourist passed a 1,429 beautiful hours in Papua New Guinea.", good,0.8891289085384809, good,0.9940341869570976, bad,0.4882029401513044, bad,0.0389572681735888, good,0.9759570975143573, good,0.8942949916031349, good,0.9508716830349302,,,,,,
244,spentLondon,2,beautiful,"21,234",days,adj-pos,num-high_odd,noun-measure,"The tourist passed a beautiful 21,234 days in Papua New Guinea.","The tourist passed 21,234 beautiful days in Papua New Guinea.","The tourist passed a beautiful 21,234 day in Papua New Guinea.","The tourist passed a 21,234 days in Papua New Guinea.","The tourist passed 21,234 days in Papua New Guinea.","The tourist passed beautiful 21,234 days in Papua New Guinea.","The tourist passed a 21,234 beautiful days in Papua New Guinea.", good,0.9154042939341507, good,0.9897283128315446, good,0.777137237011721, bad,0.12640174371128843, good,0.9603428104927076, good,0.8324167933921145, good,0.9273161779800863,,,,,,
245,spentLondon,2,beautiful,"21,234",weeks,adj-pos,num-high_odd,noun-measure,"The tourist passed a beautiful 21,234 weeks in Papua New Guinea.","The tourist passed 21,234 beautiful weeks in Papua New Guinea.","The tourist passed a beautiful 21,234 week in Papua New Guinea.","The tourist passed a 21,234 weeks in Papua New Guinea.","The tourist passed 21,234 weeks in Papua New Guinea.","The tourist passed beautiful 21,234 weeks in Papua New Guinea.","The tourist passed a 21,234 beautiful weeks in Papua New Guinea.", good,0.7112161904975588, good,0.9384393870162335, good,0.6552488446502102, bad,0.036655745734266554, good,0.7170477526303708, good,0.7969494002292637, good,0.5206615471069902,,,,,,
246,spentLondon,2,beautiful,"21,234",months,adj-pos,num-high_odd,noun-measure,"The tourist passed a beautiful 21,234 months in Papua New Guinea.","The tourist passed 21,234 beautiful months in Papua New Guinea.","The tourist passed a beautiful 21,234 month in Papua New Guinea.","The tourist passed a 21,234 months in Papua New Guinea.","The tourist passed 21,234 months in Papua New Guinea.","The tourist passed beautiful 21,234 months in Papua New Guinea.","The tourist passed a 21,234 beautiful months in Papua New Guinea.", bad,0.4259866355961056, good,0.8519786083827536, bad,0.25625336016395084, bad,0.03837391797601952, bad,0.29613023300444574, good,0.5724677368436445, bad,0.35889214776621303,,,,,,
247,spentLondon,2,beautiful,"21,234",years,adj-pos,num-high_odd,noun-measure,"The tourist passed a beautiful 21,234 years in Papua New Guinea.","The tourist passed 21,234 beautiful years in Papua New Guinea.","The tourist passed a beautiful 21,234 year in Papua New Guinea.","The tourist passed a 21,234 years in Papua New Guinea.","The tourist passed 21,234 years in Papua New Guinea.","The tourist passed beautiful 21,234 years in Papua New Guinea.","The tourist passed a 21,234 beautiful years in Papua New Guinea.", good,0.49856784527216425, bad,0.5016900470084933, bad,0.48942051847009216, bad,0.05058072901146626, bad,0.1844809032772763, bad,0.2828417346251305, good,0.5597342844015775,,,,,,
