,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,singplur,rating-sent,goodness-sent
227,human,0,astonishing,five,actors,adj-ambig,num-num,noun-human,An astonishing five actors regularly shows up at the door.,singular, bad,0.23897547933229701
228,human,0,astonishing,five,Americans,adj-ambig,num-num,noun-human,An astonishing five Americans regularly shows up at the door.,singular, bad,0.3255139462668152
229,human,0,astonishing,five,bankers,adj-ambig,num-num,noun-human,An astonishing five bankers regularly shows up at the door.,singular, bad,0.36175159379726796
230,human,0,lovely,five,soldiers,adj-pos,num-num,noun-human,A lovely five soldiers regularly shows up at the door.,singular, good,0.7879675974161311
231,human,0,lovely,five,students,adj-pos,num-num,noun-human,A lovely five students regularly shows up at the door.,singular, bad,0.48274476935716126
232,human,0,lovely,five,athletes,adj-pos,num-num,noun-human,A lovely five athletes regularly shows up at the door.,singular, bad,0.36121484385228386
233,human,0,lovely,five,pianists,adj-pos,num-num,noun-human,A lovely five pianists regularly shows up at the door.,singular, bad,0.4211497671110014
234,human,0,lovely,five,teammates,adj-pos,num-num,noun-human,A lovely five teammates regularly shows up at the door.,singular, good,0.5862844486057678
235,human,0,lovely,five,lawyers,adj-pos,num-num,noun-human,A lovely five lawyers regularly shows up at the door.,singular, good,0.6706159235525272
236,human,0,lovely,five,doctors,adj-pos,num-num,noun-human,A lovely five doctors regularly shows up at the door.,singular, good,0.5449794071928558
237,human,0,lovely,five,actors,adj-pos,num-num,noun-human,A lovely five actors regularly shows up at the door.,singular, bad,0.47736345544925607
238,human,0,lovely,five,Americans,adj-pos,num-num,noun-human,A lovely five Americans regularly shows up at the door.,singular, good,0.6190597093278019
239,human,0,lovely,five,bankers,adj-pos,num-num,noun-human,A lovely five bankers regularly shows up at the door.,singular, good,0.8211662361013645
240,human,0,mere,five,soldiers,adj-quant,num-num,noun-human,A mere five soldiers regularly shows up at the door.,singular, bad,0.24372210169737785
241,human,0,mere,five,students,adj-quant,num-num,noun-human,A mere five students regularly shows up at the door.,singular, bad,0.13838402308248132
242,human,0,mere,five,athletes,adj-quant,num-num,noun-human,A mere five athletes regularly shows up at the door.,singular, bad,0.22427914775157565
243,human,0,mere,five,pianists,adj-quant,num-num,noun-human,A mere five pianists regularly shows up at the door.,singular, bad,0.25295088025966983
244,human,0,mere,five,teammates,adj-quant,num-num,noun-human,A mere five teammates regularly shows up at the door.,singular, bad,0.2349221915992744
245,human,0,mere,five,lawyers,adj-quant,num-num,noun-human,A mere five lawyers regularly shows up at the door.,singular, bad,0.3787211723550119
246,human,0,mere,five,doctors,adj-quant,num-num,noun-human,A mere five doctors regularly shows up at the door.,singular, bad,0.23799676660197588
247,human,0,mere,five,actors,adj-quant,num-num,noun-human,A mere five actors regularly shows up at the door.,singular, bad,0.1690546080963925
248,human,0,mere,five,Americans,adj-quant,num-num,noun-human,A mere five Americans regularly shows up at the door.,singular, bad,0.3675608193000699
249,human,0,mere,five,bankers,adj-quant,num-num,noun-human,A mere five bankers regularly shows up at the door.,singular, bad,0.42815362565766013
250,human,0,lucky,five,soldiers,adj-human,num-num,noun-human,A lucky five soldiers regularly shows up at the door.,singular, good,0.6655213436905655
251,human,0,lucky,five,students,adj-human,num-num,noun-human,A lucky five students regularly shows up at the door.,singular, bad,0.3306403299978834
252,human,0,lucky,five,athletes,adj-human,num-num,noun-human,A lucky five athletes regularly shows up at the door.,singular, bad,0.4558696789159302
253,human,0,lucky,five,pianists,adj-human,num-num,noun-human,A lucky five pianists regularly shows up at the door.,singular, bad,0.2616546426841644
254,human,0,lucky,five,teammates,adj-human,num-num,noun-human,A lucky five teammates regularly shows up at the door.,singular, good,0.5888632473276132
255,human,0,lucky,five,lawyers,adj-human,num-num,noun-human,A lucky five lawyers regularly shows up at the door.,singular, good,0.5515227444881432
256,human,0,lucky,five,doctors,adj-human,num-num,noun-human,A lucky five doctors regularly shows up at the door.,singular, bad,0.4834664313559994
257,human,0,lucky,five,actors,adj-human,num-num,noun-human,A lucky five actors regularly shows up at the door.,singular, bad,0.395167488636349
258,human,0,lucky,five,Americans,adj-human,num-num,noun-human,A lucky five Americans regularly shows up at the door.,singular, bad,0.4503438070820521
259,human,0,lucky,five,bankers,adj-human,num-num,noun-human,A lucky five bankers regularly shows up at the door.,singular, good,0.6045918601053921
260,human,1,astonishing,five,soldiers,adj-ambig,num-num,noun-human,An astonishing five soldiers regularly show up at the door.,plural, good,0.9991688606178374
261,human,1,astonishing,five,students,adj-ambig,num-num,noun-human,An astonishing five students regularly show up at the door.,plural, good,0.9979395716028601
262,human,1,astonishing,five,athletes,adj-ambig,num-num,noun-human,An astonishing five athletes regularly show up at the door.,plural, good,0.9971762083211038
263,human,1,astonishing,five,pianists,adj-ambig,num-num,noun-human,An astonishing five pianists regularly show up at the door.,plural, good,0.9988965288725156
264,human,1,astonishing,five,teammates,adj-ambig,num-num,noun-human,An astonishing five teammates regularly show up at the door.,plural, good,0.9972637084887999
265,human,1,astonishing,five,lawyers,adj-ambig,num-num,noun-human,An astonishing five lawyers regularly show up at the door.,plural, good,0.9989613793401934
266,human,1,astonishing,five,doctors,adj-ambig,num-num,noun-human,An astonishing five doctors regularly show up at the door.,plural, good,0.9990353458782261
267,human,1,astonishing,five,actors,adj-ambig,num-num,noun-human,An astonishing five actors regularly show up at the door.,plural, good,0.9976320671865293
268,human,1,astonishing,five,Americans,adj-ambig,num-num,noun-human,An astonishing five Americans regularly show up at the door.,plural, good,0.9978029544454726
269,human,1,astonishing,five,bankers,adj-ambig,num-num,noun-human,An astonishing five bankers regularly show up at the door.,plural, good,0.9989519593785927
270,human,1,lovely,five,soldiers,adj-pos,num-num,noun-human,A lovely five soldiers regularly show up at the door.,plural, good,0.9055831392734437
271,human,1,lovely,five,students,adj-pos,num-num,noun-human,A lovely five students regularly show up at the door.,plural, good,0.5934204317815642
272,human,1,lovely,five,athletes,adj-pos,num-num,noun-human,A lovely five athletes regularly show up at the door.,plural, good,0.6572266124194649
273,human,1,lovely,five,pianists,adj-pos,num-num,noun-human,A lovely five pianists regularly show up at the door.,plural, good,0.9767972143517073
274,human,1,lovely,five,teammates,adj-pos,num-num,noun-human,A lovely five teammates regularly show up at the door.,plural, good,0.8459050243836087
275,human,1,lovely,five,lawyers,adj-pos,num-num,noun-human,A lovely five lawyers regularly show up at the door.,plural, good,0.8973154827562562
276,human,1,lovely,five,doctors,adj-pos,num-num,noun-human,A lovely five doctors regularly show up at the door.,plural, good,0.8132992955274962
277,human,1,lovely,five,actors,adj-pos,num-num,noun-human,A lovely five actors regularly show up at the door.,plural, good,0.8719499617795268
278,human,1,lovely,five,Americans,adj-pos,num-num,noun-human,A lovely five Americans regularly show up at the door.,plural, good,0.8575047162132705
279,human,1,lovely,five,bankers,adj-pos,num-num,noun-human,A lovely five bankers regularly show up at the door.,plural, good,0.8946705044000584
280,human,1,mere,five,soldiers,adj-quant,num-num,noun-human,A mere five soldiers regularly show up at the door.,plural, good,0.9975423052891594
281,human,1,mere,five,students,adj-quant,num-num,noun-human,A mere five students regularly show up at the door.,plural, good,0.9963655772604697
282,human,1,mere,five,athletes,adj-quant,num-num,noun-human,A mere five athletes regularly show up at the door.,plural, good,0.9923955403276615
283,human,1,mere,five,pianists,adj-quant,num-num,noun-human,A mere five pianists regularly show up at the door.,plural, good,0.9957934882600946
284,human,1,mere,five,teammates,adj-quant,num-num,noun-human,A mere five teammates regularly show up at the door.,plural, good,0.9892174395863873
285,human,1,mere,five,lawyers,adj-quant,num-num,noun-human,A mere five lawyers regularly show up at the door.,plural, good,0.9968761560855076
286,human,1,mere,five,doctors,adj-quant,num-num,noun-human,A mere five doctors regularly show up at the door.,plural, good,0.9964204744309685
287,human,1,mere,five,actors,adj-quant,num-num,noun-human,A mere five actors regularly show up at the door.,plural, good,0.9871109426152451
288,human,1,mere,five,Americans,adj-quant,num-num,noun-human,A mere five Americans regularly show up at the door.,plural, good,0.9954195862382121
289,human,1,mere,five,bankers,adj-quant,num-num,noun-human,A mere five bankers regularly show up at the door.,plural, good,0.9975107126270968
290,human,1,lucky,five,soldiers,adj-human,num-num,noun-human,A lucky five soldiers regularly show up at the door.,plural, good,0.9940960578685161
291,human,1,lucky,five,students,adj-human,num-num,noun-human,A lucky five students regularly show up at the door.,plural, good,0.9887124656863405
292,human,1,lucky,five,athletes,adj-human,num-num,noun-human,A lucky five athletes regularly show up at the door.,plural, good,0.9739235832886262
293,human,1,lucky,five,pianists,adj-human,num-num,noun-human,A lucky five pianists regularly show up at the door.,plural, good,0.9948951811009207
294,human,1,lucky,five,teammates,adj-human,num-num,noun-human,A lucky five teammates regularly show up at the door.,plural, good,0.9905537785213991
295,human,1,lucky,five,lawyers,adj-human,num-num,noun-human,A lucky five lawyers regularly show up at the door.,plural, good,0.987721833417032
296,human,1,lucky,five,doctors,adj-human,num-num,noun-human,A lucky five doctors regularly show up at the door.,plural, good,0.9837774315139048
297,human,1,lucky,five,actors,adj-human,num-num,noun-human,A lucky five actors regularly show up at the door.,plural, good,0.9725520860533602
298,human,1,lucky,five,Americans,adj-human,num-num,noun-human,A lucky five Americans regularly show up at the door.,plural, good,0.9847740883934857
299,human,1,lucky,five,bankers,adj-human,num-num,noun-human,A lucky five bankers regularly show up at the door.,plural, good,0.9894425057235509
300,human,2,astonishing,five,soldiers,adj-ambig,num-num,noun-human,An astonishing five soldiers is here.,singular, bad,0.0032560481403698383
301,human,2,astonishing,five,students,adj-ambig,num-num,noun-human,An astonishing five students is here.,singular, bad,0.002547045760466493
302,human,2,astonishing,five,athletes,adj-ambig,num-num,noun-human,An astonishing five athletes is here.,singular, bad,0.0035015025920319687
303,human,2,astonishing,five,pianists,adj-ambig,num-num,noun-human,An astonishing five pianists is here.,singular, bad,0.008406482245407854
304,human,2,astonishing,five,teammates,adj-ambig,num-num,noun-human,An astonishing five teammates is here.,singular, bad,0.008113825769418215
305,human,2,astonishing,five,lawyers,adj-ambig,num-num,noun-human,An astonishing five lawyers is here.,singular, bad,0.017257479013356614
306,human,2,astonishing,five,doctors,adj-ambig,num-num,noun-human,An astonishing five doctors is here.,singular, bad,0.0061887329135602576
307,human,2,astonishing,five,actors,adj-ambig,num-num,noun-human,An astonishing five actors is here.,singular, bad,0.003384020452438352
308,human,2,astonishing,five,Americans,adj-ambig,num-num,noun-human,An astonishing five Americans is here.,singular, bad,0.0016496912609830217
309,human,2,astonishing,five,bankers,adj-ambig,num-num,noun-human,An astonishing five bankers is here.,singular, bad,0.011251531671168324
310,human,2,lovely,five,soldiers,adj-pos,num-num,noun-human,A lovely five soldiers is here.,singular, bad,0.05532665413887916
311,human,2,lovely,five,students,adj-pos,num-num,noun-human,A lovely five students is here.,singular, bad,0.0037309811292919326
312,human,2,lovely,five,athletes,adj-pos,num-num,noun-human,A lovely five athletes is here.,singular, bad,0.012251286355235758
313,human,2,lovely,five,pianists,adj-pos,num-num,noun-human,A lovely five pianists is here.,singular, bad,0.1417801097618201
314,human,2,lovely,five,teammates,adj-pos,num-num,noun-human,A lovely five teammates is here.,singular, bad,0.005525748576340805
315,human,2,lovely,five,lawyers,adj-pos,num-num,noun-human,A lovely five lawyers is here.,singular, bad,0.026835360508766115
316,human,2,lovely,five,doctors,adj-pos,num-num,noun-human,A lovely five doctors is here.,singular, bad,0.05912638719925878
317,human,2,lovely,five,actors,adj-pos,num-num,noun-human,A lovely five actors is here.,singular, bad,0.013268499968964176
318,human,2,lovely,five,Americans,adj-pos,num-num,noun-human,A lovely five Americans is here.,singular, bad,0.03755429037936164
319,human,2,lovely,five,bankers,adj-pos,num-num,noun-human,A lovely five bankers is here.,singular, bad,0.016644507672557207
320,human,2,mere,five,soldiers,adj-quant,num-num,noun-human,A mere five soldiers is here.,singular, bad,0.005266227547582214
321,human,2,mere,five,students,adj-quant,num-num,noun-human,A mere five students is here.,singular, bad,0.0034095923934412964
322,human,2,mere,five,athletes,adj-quant,num-num,noun-human,A mere five athletes is here.,singular, bad,0.005363147993364237
323,human,2,mere,five,pianists,adj-quant,num-num,noun-human,A mere five pianists is here.,singular, bad,0.054236290810834475
324,human,2,mere,five,teammates,adj-quant,num-num,noun-human,A mere five teammates is here.,singular, bad,0.015816484670379882
325,human,2,mere,five,lawyers,adj-quant,num-num,noun-human,A mere five lawyers is here.,singular, bad,0.02338869153684775
326,human,2,mere,five,doctors,adj-quant,num-num,noun-human,A mere five doctors is here.,singular, bad,0.005920687836763916
327,human,2,mere,five,actors,adj-quant,num-num,noun-human,A mere five actors is here.,singular, bad,0.01774146662326348
328,human,2,mere,five,Americans,adj-quant,num-num,noun-human,A mere five Americans is here.,singular, bad,0.002702136439387548
329,human,2,mere,five,bankers,adj-quant,num-num,noun-human,A mere five bankers is here.,singular, bad,0.01449289906320117
330,human,2,lucky,five,soldiers,adj-human,num-num,noun-human,A lucky five soldiers is here.,singular, bad,0.017581905411274024
331,human,2,lucky,five,students,adj-human,num-num,noun-human,A lucky five students is here.,singular, bad,0.0038652722298380127
332,human,2,lucky,five,athletes,adj-human,num-num,noun-human,A lucky five athletes is here.,singular, bad,0.0077164561052818215
333,human,2,lucky,five,pianists,adj-human,num-num,noun-human,A lucky five pianists is here.,singular, bad,0.06624136974295836
334,human,2,lucky,five,teammates,adj-human,num-num,noun-human,A lucky five teammates is here.,singular, bad,0.01545264549119818
335,human,2,lucky,five,lawyers,adj-human,num-num,noun-human,A lucky five lawyers is here.,singular, bad,0.03190096688347588
336,human,2,lucky,five,doctors,adj-human,num-num,noun-human,A lucky five doctors is here.,singular, bad,0.02740660683724938
337,human,2,lucky,five,actors,adj-human,num-num,noun-human,A lucky five actors is here.,singular, bad,0.011280083348442882
338,human,2,lucky,five,Americans,adj-human,num-num,noun-human,A lucky five Americans is here.,singular, bad,0.005640012075351253
339,human,2,lucky,five,bankers,adj-human,num-num,noun-human,A lucky five bankers is here.,singular, bad,0.012106206035771505
340,human,3,astonishing,five,soldiers,adj-ambig,num-num,noun-human,An astonishing five soldiers are here.,plural, good,0.9995741723903231
341,human,3,astonishing,five,students,adj-ambig,num-num,noun-human,An astonishing five students are here.,plural, good,0.9991378082311052
342,human,3,astonishing,five,athletes,adj-ambig,num-num,noun-human,An astonishing five athletes are here.,plural, good,0.9989299666943514
343,human,3,astonishing,five,pianists,adj-ambig,num-num,noun-human,An astonishing five pianists are here.,plural, good,0.9995115310398266
344,human,3,astonishing,five,teammates,adj-ambig,num-num,noun-human,An astonishing five teammates are here.,plural, good,0.9991687406376477
345,human,3,astonishing,five,lawyers,adj-ambig,num-num,noun-human,An astonishing five lawyers are here.,plural, good,0.9992194647162673
346,human,3,astonishing,five,doctors,adj-ambig,num-num,noun-human,An astonishing five doctors are here.,plural, good,0.9993991137444982
347,human,3,astonishing,five,actors,adj-ambig,num-num,noun-human,An astonishing five actors are here.,plural, good,0.999042975440392
348,human,3,astonishing,five,Americans,adj-ambig,num-num,noun-human,An astonishing five Americans are here.,plural, good,0.9978934366255916
349,human,3,astonishing,five,bankers,adj-ambig,num-num,noun-human,An astonishing five bankers are here.,plural, good,0.9993104225678759
350,human,3,lovely,five,soldiers,adj-pos,num-num,noun-human,A lovely five soldiers are here.,plural, good,0.8790063475429466
351,human,3,lovely,five,students,adj-pos,num-num,noun-human,A lovely five students are here.,plural, good,0.7621352085453821
352,human,3,lovely,five,athletes,adj-pos,num-num,noun-human,A lovely five athletes are here.,plural, bad,0.46098290907761896
353,human,3,lovely,five,pianists,adj-pos,num-num,noun-human,A lovely five pianists are here.,plural, good,0.9345938117682843
354,human,3,lovely,five,teammates,adj-pos,num-num,noun-human,A lovely five teammates are here.,plural, bad,0.49227348872232013
355,human,3,lovely,five,lawyers,adj-pos,num-num,noun-human,A lovely five lawyers are here.,plural, good,0.6717267655679054
356,human,3,lovely,five,doctors,adj-pos,num-num,noun-human,A lovely five doctors are here.,plural, good,0.8394247778442689
357,human,3,lovely,five,actors,adj-pos,num-num,noun-human,A lovely five actors are here.,plural, good,0.5988889083020603
358,human,3,lovely,five,Americans,adj-pos,num-num,noun-human,A lovely five Americans are here.,plural, good,0.57889370617389
359,human,3,lovely,five,bankers,adj-pos,num-num,noun-human,A lovely five bankers are here.,plural, bad,0.10394596418821722
360,human,3,mere,five,soldiers,adj-quant,num-num,noun-human,A mere five soldiers are here.,plural, good,0.9971095691621596
361,human,3,mere,five,students,adj-quant,num-num,noun-human,A mere five students are here.,plural, good,0.9897472049458858
362,human,3,mere,five,athletes,adj-quant,num-num,noun-human,A mere five athletes are here.,plural, good,0.9877732723463318
363,human,3,mere,five,pianists,adj-quant,num-num,noun-human,A mere five pianists are here.,plural, good,0.9948225220821564
364,human,3,mere,five,teammates,adj-quant,num-num,noun-human,A mere five teammates are here.,plural, good,0.9833807668551082
365,human,3,mere,five,lawyers,adj-quant,num-num,noun-human,A mere five lawyers are here.,plural, good,0.9942364857430911
366,human,3,mere,five,doctors,adj-quant,num-num,noun-human,A mere five doctors are here.,plural, good,0.9918942229235981
367,human,3,mere,five,actors,adj-quant,num-num,noun-human,A mere five actors are here.,plural, good,0.9867105756247084
368,human,3,mere,five,Americans,adj-quant,num-num,noun-human,A mere five Americans are here.,plural, good,0.985511155321352
369,human,3,mere,five,bankers,adj-quant,num-num,noun-human,A mere five bankers are here.,plural, good,0.9920173042986111
370,human,3,lucky,five,soldiers,adj-human,num-num,noun-human,A lucky five soldiers are here.,plural, good,0.9954243533140253
371,human,3,lucky,five,students,adj-human,num-num,noun-human,A lucky five students are here.,plural, good,0.9834369706387596
372,human,3,lucky,five,athletes,adj-human,num-num,noun-human,A lucky five athletes are here.,plural, good,0.9724909912777997
373,human,3,lucky,five,pianists,adj-human,num-num,noun-human,A lucky five pianists are here.,plural, good,0.9966808303629359
374,human,3,lucky,five,teammates,adj-human,num-num,noun-human,A lucky five teammates are here.,plural, good,0.9748372597429332
375,human,3,lucky,five,lawyers,adj-human,num-num,noun-human,A lucky five lawyers are here.,plural, good,0.9544447960046287
376,human,3,lucky,five,doctors,adj-human,num-num,noun-human,A lucky five doctors are here.,plural, good,0.9811830269545678
377,human,3,lucky,five,actors,adj-human,num-num,noun-human,A lucky five actors are here.,plural, good,0.9718240202874966
378,human,3,lucky,five,Americans,adj-human,num-num,noun-human,A lucky five Americans are here.,plural, good,0.9344448026650642
379,human,3,lucky,five,bankers,adj-human,num-num,noun-human,A lucky five bankers are here.,plural, good,0.9049087184142065
380,art,0,astonishing,five,movies,adj-ambig,num-num,noun-art,An astonishing five movies was reviewed in the newspaper.,singular, bad,0.0015927681962220053
381,art,0,astonishing,five,paintings,adj-ambig,num-num,noun-art,An astonishing five paintings was reviewed in the newspaper.,singular, bad,0.0012766250200786367
382,art,0,astonishing,five,books,adj-ambig,num-num,noun-art,An astonishing five books was reviewed in the newspaper.,singular, bad,0.00246568369591027
383,art,0,astonishing,five,shows,adj-ambig,num-num,noun-art,An astonishing five shows was reviewed in the newspaper.,singular, bad,0.0011199832500777829
384,art,0,astonishing,five,operas,adj-ambig,num-num,noun-art,An astonishing five operas was reviewed in the newspaper.,singular, bad,0.002282338795061789
385,art,0,lovely,five,movies,adj-pos,num-num,noun-art,A lovely five movies was reviewed in the newspaper.,singular, bad,0.004961766168006365
386,art,0,lovely,five,paintings,adj-pos,num-num,noun-art,A lovely five paintings was reviewed in the newspaper.,singular, bad,0.0031306978132542573
387,art,0,lovely,five,books,adj-pos,num-num,noun-art,A lovely five books was reviewed in the newspaper.,singular, bad,0.2164243594637173
388,art,0,lovely,five,shows,adj-pos,num-num,noun-art,A lovely five shows was reviewed in the newspaper.,singular, bad,0.0037862345697451394
389,art,0,lovely,five,operas,adj-pos,num-num,noun-art,A lovely five operas was reviewed in the newspaper.,singular, bad,0.025588853748823026
390,art,0,mere,five,movies,adj-quant,num-num,noun-art,A mere five movies was reviewed in the newspaper.,singular, bad,0.0028704625216662283
391,art,0,mere,five,paintings,adj-quant,num-num,noun-art,A mere five paintings was reviewed in the newspaper.,singular, bad,0.0017022051027446583
392,art,0,mere,five,books,adj-quant,num-num,noun-art,A mere five books was reviewed in the newspaper.,singular, bad,0.003909974764950808
393,art,0,mere,five,shows,adj-quant,num-num,noun-art,A mere five shows was reviewed in the newspaper.,singular, bad,0.0022745293290488133
394,art,0,mere,five,operas,adj-quant,num-num,noun-art,A mere five operas was reviewed in the newspaper.,singular, bad,0.019982662355468528
395,art,1,astonishing,five,movies,adj-ambig,num-num,noun-art,An astonishing five movies were reviewed in the newspaper.,plural, good,0.9987785717514511
396,art,1,astonishing,five,paintings,adj-ambig,num-num,noun-art,An astonishing five paintings were reviewed in the newspaper.,plural, good,0.9988531352526305
397,art,1,astonishing,five,books,adj-ambig,num-num,noun-art,An astonishing five books were reviewed in the newspaper.,plural, good,0.9988758443369186
398,art,1,astonishing,five,shows,adj-ambig,num-num,noun-art,An astonishing five shows were reviewed in the newspaper.,plural, good,0.9986944080277507
399,art,1,astonishing,five,operas,adj-ambig,num-num,noun-art,An astonishing five operas were reviewed in the newspaper.,plural, good,0.9984846569934097
400,art,1,lovely,five,movies,adj-pos,num-num,noun-art,A lovely five movies were reviewed in the newspaper.,plural, bad,0.48445794610153825
401,art,1,lovely,five,paintings,adj-pos,num-num,noun-art,A lovely five paintings were reviewed in the newspaper.,plural, good,0.9087820977389881
402,art,1,lovely,five,books,adj-pos,num-num,noun-art,A lovely five books were reviewed in the newspaper.,plural, good,0.9502766369382479
403,art,1,lovely,five,shows,adj-pos,num-num,noun-art,A lovely five shows were reviewed in the newspaper.,plural, bad,0.034051008505778135
404,art,1,lovely,five,operas,adj-pos,num-num,noun-art,A lovely five operas were reviewed in the newspaper.,plural, bad,0.4099307346058757
405,art,1,mere,five,movies,adj-quant,num-num,noun-art,A mere five movies were reviewed in the newspaper.,plural, good,0.9913083110378182
406,art,1,mere,five,paintings,adj-quant,num-num,noun-art,A mere five paintings were reviewed in the newspaper.,plural, good,0.9938666388236893
407,art,1,mere,five,books,adj-quant,num-num,noun-art,A mere five books were reviewed in the newspaper.,plural, good,0.9930870123954474
408,art,1,mere,five,shows,adj-quant,num-num,noun-art,A mere five shows were reviewed in the newspaper.,plural, good,0.9901823815824194
409,art,1,mere,five,operas,adj-quant,num-num,noun-art,A mere five operas were reviewed in the newspaper.,plural, good,0.9951064217602725
410,art,2,astonishing,five,movies,adj-ambig,num-num,noun-art,An astonishing five movies was enjoyed.,singular, bad,0.001134826297067959
411,art,2,astonishing,five,paintings,adj-ambig,num-num,noun-art,An astonishing five paintings was enjoyed.,singular, bad,0.0006861218107080402
412,art,2,astonishing,five,books,adj-ambig,num-num,noun-art,An astonishing five books was enjoyed.,singular, bad,0.0024913135146049648
413,art,2,astonishing,five,shows,adj-ambig,num-num,noun-art,An astonishing five shows was enjoyed.,singular, bad,0.0008059853192010635
414,art,2,astonishing,five,operas,adj-ambig,num-num,noun-art,An astonishing five operas was enjoyed.,singular, bad,0.0012742402655567808
415,art,2,lovely,five,movies,adj-pos,num-num,noun-art,A lovely five movies was enjoyed.,singular, bad,0.0032561669522418457
416,art,2,lovely,five,paintings,adj-pos,num-num,noun-art,A lovely five paintings was enjoyed.,singular, bad,0.0018134269508108813
417,art,2,lovely,five,books,adj-pos,num-num,noun-art,A lovely five books was enjoyed.,singular, bad,0.11355374379156291
418,art,2,lovely,five,shows,adj-pos,num-num,noun-art,A lovely five shows was enjoyed.,singular, bad,0.0022563529999501952
419,art,2,lovely,five,operas,adj-pos,num-num,noun-art,A lovely five operas was enjoyed.,singular, bad,0.023256908482452987
420,art,2,mere,five,movies,adj-quant,num-num,noun-art,A mere five movies was enjoyed.,singular, bad,0.0017188329118265067
421,art,2,mere,five,paintings,adj-quant,num-num,noun-art,A mere five paintings was enjoyed.,singular, bad,0.0011972928722642218
422,art,2,mere,five,books,adj-quant,num-num,noun-art,A mere five books was enjoyed.,singular, bad,0.00565473446034237
423,art,2,mere,five,shows,adj-quant,num-num,noun-art,A mere five shows was enjoyed.,singular, bad,0.0011960994021964488
424,art,2,mere,five,operas,adj-quant,num-num,noun-art,A mere five operas was enjoyed.,singular, bad,0.007257681898790502
425,art,3,astonishing,five,movies,adj-ambig,num-num,noun-art,An astonishing five movies were enjoyed.,plural, good,0.9955415401727046
426,art,3,astonishing,five,paintings,adj-ambig,num-num,noun-art,An astonishing five paintings were enjoyed.,plural, good,0.982359504920726
427,art,3,astonishing,five,books,adj-ambig,num-num,noun-art,An astonishing five books were enjoyed.,plural, good,0.9973310616657837
428,art,3,astonishing,five,shows,adj-ambig,num-num,noun-art,An astonishing five shows were enjoyed.,plural, good,0.9971509347118033
429,art,3,astonishing,five,operas,adj-ambig,num-num,noun-art,An astonishing five operas were enjoyed.,plural, good,0.9970876938152843
430,art,3,lovely,five,movies,adj-pos,num-num,noun-art,A lovely five movies were enjoyed.,plural, bad,0.25775427880783774
431,art,3,lovely,five,paintings,adj-pos,num-num,noun-art,A lovely five paintings were enjoyed.,plural, good,0.5653591421231258
432,art,3,lovely,five,books,adj-pos,num-num,noun-art,A lovely five books were enjoyed.,plural, good,0.9347456301707275
433,art,3,lovely,five,shows,adj-pos,num-num,noun-art,A lovely five shows were enjoyed.,plural, bad,0.031066412895468742
434,art,3,lovely,five,operas,adj-pos,num-num,noun-art,A lovely five operas were enjoyed.,plural, bad,0.4021345976212949
435,art,3,mere,five,movies,adj-quant,num-num,noun-art,A mere five movies were enjoyed.,plural, good,0.9201248698973403
436,art,3,mere,five,paintings,adj-quant,num-num,noun-art,A mere five paintings were enjoyed.,plural, good,0.9648375440017619
437,art,3,mere,five,books,adj-quant,num-num,noun-art,A mere five books were enjoyed.,plural, good,0.9699766499412157
438,art,3,mere,five,shows,adj-quant,num-num,noun-art,A mere five shows were enjoyed.,plural, good,0.9624560800290299
439,art,3,mere,five,operas,adj-quant,num-num,noun-art,A mere five operas were enjoyed.,plural, good,0.9745053198436618
440,distance,0,astonishing,five,meters,adj-ambig,num-num,noun-distance,An astonishing five meters is a long way.,singular, good,0.9965873087135042
441,distance,0,astonishing,five,feet,adj-ambig,num-num,noun-distance,An astonishing five feet is a long way.,singular, good,0.9952508428792842
442,distance,0,astonishing,five,yards,adj-ambig,num-num,noun-distance,An astonishing five yards is a long way.,singular, good,0.9983709906783995
443,distance,0,astonishing,five,blocks,adj-ambig,num-num,noun-distance,An astonishing five blocks is a long way.,singular, good,0.9923531629657296
444,distance,0,astonishing,five,steps,adj-ambig,num-num,noun-distance,An astonishing five steps is a long way.,singular, good,0.9956664132039547
445,distance,0,lovely,five,meters,adj-pos,num-num,noun-distance,A lovely five meters is a long way.,singular, good,0.898624498278124
446,distance,0,lovely,five,feet,adj-pos,num-num,noun-distance,A lovely five feet is a long way.,singular, good,0.8445781052807407
447,distance,0,lovely,five,yards,adj-pos,num-num,noun-distance,A lovely five yards is a long way.,singular, good,0.981100830808382
448,distance,0,lovely,five,blocks,adj-pos,num-num,noun-distance,A lovely five blocks is a long way.,singular, good,0.9267171537367023
449,distance,0,lovely,five,steps,adj-pos,num-num,noun-distance,A lovely five steps is a long way.,singular, good,0.9164854018314911
450,distance,0,mere,five,meters,adj-quant,num-num,noun-distance,A mere five meters is a long way.,singular, good,0.9826849428063943
451,distance,0,mere,five,feet,adj-quant,num-num,noun-distance,A mere five feet is a long way.,singular, good,0.9872839766111282
452,distance,0,mere,five,yards,adj-quant,num-num,noun-distance,A mere five yards is a long way.,singular, good,0.9906930730529397
453,distance,0,mere,five,blocks,adj-quant,num-num,noun-distance,A mere five blocks is a long way.,singular, good,0.9450005702967047
454,distance,0,mere,five,steps,adj-quant,num-num,noun-distance,A mere five steps is a long way.,singular, good,0.9899242934897987
455,distance,1,astonishing,five,meters,adj-ambig,num-num,noun-distance,An astonishing five meters are a long way.,plural, good,0.693085659949685
